year,month,hscode,description,unit,quantity,value,revenue
2076,4,85161000,Electric instantaneous or storage water he  ters and immersion heaters,PCS,16308.0,11259.97607421875,3395.9730224609375
2076,4,85162100,Electric storage heating radiators   .,PCS,39.0,34.26609134674072,11.016999959945679
2076,4,85162900,"Electric space heating and soil heating ap  aratus, nes",PCS,97071.0,3537.8611744642258,1060.0620225965977
2076,4,85163100,Electro-thermic hair dryers   .,PCS,9664.0,2926.369171142578,1073.7699928283691
2076,4,85163200,"Electro-thermic hair-dressing apparatus, e  c (excl dryers)",PCS,6621.0,2480.296905517578,815.8269996643066
2076,4,85163300,Electro-thermic hand-drying apparatus   .,PCS,301.0,950.8631591796875,287.2640075683594
2076,4,85164000,Electrical smoothing irons   .,PCS,16447.0,11461.006072998047,3057.8970260620117
2076,4,85165000,Microwave ovens   .,PCS,1019.0,11402.643822908401,3035.9210053682327
2076,4,85166000,"Electric ovens, nes; cookers, cooking plat  s, boiling rings, grillers and roaste",PCS,38742.0,40436.823254585266,12120.490874826908
2076,4,85167100,Electro-thermic coffee or tea makers  . .,PCS,466.0,21315.073822021484,6384.374938964844
2076,4,85167200,Electro-thermic toasters  . .,PCS,390.0,773.8172302246094,231.4759979248047
2076,4,85167900,"Electro-thermic domestic appliances, nes  . .",PCS,21182.0,22015.175537109375,6659.435039520264
2076,4,85168000,Electric heating resistors (excl those of   545).,PCS,11789.0,2794.3799381256104,840.3730158805847
2076,4,85169000,Parts of electro-thermic appliances of 85 1 .,PCS,14374.400000095367,4916.686202764511,1569.7519923448563
2076,4,87032110,Auto rickshaw (three wheeler) <=1000 cc,PCS,709.0,109245.828125,123502.0625
2076,4,87032190,Other vehicles of a capacity  upto 1000cc   .,PCS,182.0,83687.890625,184851.93896484375
2076,4,87032200,Vehicles of a cylinder capacity exceeding   000 cc but not exceeding 1500 cc.,PCS,414.0,300873.5397949219,695616.2683105469
2076,4,87032310,Vehicles of a cylinder capacity exceeding   500 cc but not exceeding 3000 cc.,PCS,115.0,145776.17041015625,353947.818359375
2076,4,87032330,Vehicles of a cylinder capacity exceeding   500 cc but not exceeding 3000 cc.,PCS,1.0,6527.55078125,11971.857421875
2076,4,87032400,Vehicles with spark-ignition engine of cyl  nder capacity >3000cc,PCS,7.0,23739.2734375,76324.0078125
2076,4,87033100,Vehicles with diesel engine of cylinder  ca acity <1500cc,PCS,99.0,78508.1328125,173878.890625
2076,4,87033200,Ambulance & sab-bahan of diesel engine of   apacity between 1500cc to 2500cc.,PCS,20.0,19454.4521484375,195.7860050201416
2076,4,87033210,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,34.0,32566.587890625,10106.5048828125
2076,4,87033220,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,61.0,70862.71875,173108.953125
2076,4,87033300,Ambulance or Sab-Bahan exceeding 2500cc,PCS,24.0,24591.60986328125,42494.560546875
